'Elapsed time','ECG'
'4:03.920',-0.550
'4:03.924',-0.535
'4:03.928',-0.532
'4:03.932',-0.527
'4:03.936',-0.512
'4:03.940',-0.482
'4:03.944',-0.425
'4:03.948',-0.398
'4:03.952',-0.297
'4:03.956',-0.247
'4:03.960',-0.165
'4:03.964',-0.107
'4:03.968',-0.015
'4:03.972',0.048
'4:03.976',0.095
'4:03.980',0.110
'4:03.984',0.138
'4:03.988',0.140
'4:03.992',0.070
'4:03.996',0.010
'4:04.000',-0.083
'4:04.004',-0.172
'4:04.008',-0.282
'4:04.012',-0.372
'4:04.016',-0.445
'4:04.020',-0.510
'4:04.024',-0.578
'4:04.028',-0.670
'4:04.032',-0.728
'4:04.036',-0.765
'4:04.040',-0.775
'4:04.044',-0.725
'4:04.048',-0.672
'4:04.052',-0.588
'4:04.056',-0.532
'4:04.060',-0.500
'4:04.064',-0.453
'4:04.068',-0.432
'4:04.072',-0.328
'4:04.076',-0.282
'4:04.080',-0.140
'4:04.084',-0.035
'4:04.088',0.040
'4:04.092',0.122
'4:04.096',0.150
'4:04.100',0.098
'4:04.104',0.115
'4:04.108',0.128
'4:04.112',0.125
'4:04.116',0.065
'4:04.120',0.028
'4:04.124',-0.010
'4:04.128',-0.085
'4:04.132',-0.147
'4:04.136',-0.212
'4:04.140',-0.312
'4:04.144',-0.312
'4:04.148',-0.378
'4:04.152',-0.425
'4:04.156',-0.487
'4:04.160',-0.598
'4:04.164',-0.725
'4:04.168',-0.750
'4:04.172',-0.782
'4:04.176',-0.770
'4:04.180',-0.682
'4:04.184',-0.623
'4:04.188',-0.562
'4:04.192',-0.515
'4:04.196',-0.460
'4:04.200',-0.350
'4:04.204',-0.278
'4:04.208',-0.177
'4:04.212',-0.045
'4:04.216',0.095
'4:04.220',0.160
'4:04.224',0.207
'4:04.228',0.250
'4:04.232',0.223
'4:04.236',0.203
'4:04.240',0.150
'4:04.244',0.070
'4:04.248',0.000
'4:04.252',-0.060
'4:04.256',-0.150
'4:04.260',-0.225
'4:04.264',-0.323
'4:04.268',-0.410
'4:04.272',-0.520
'4:04.276',-0.565
'4:04.280',-0.598
'4:04.284',-0.590
'4:04.288',-0.600
'4:04.292',-0.547
'4:04.296',-0.550
'4:04.300',-0.527
'4:04.304',-0.520
'4:04.308',-0.477
'4:04.312',-0.445
'4:04.316',-0.463
'4:04.320',-0.427
'4:04.324',-0.383
'4:04.328',-0.357
'4:04.332',-0.365
'4:04.336',-0.365
'4:04.340',-0.297
'4:04.344',-0.287
'4:04.348',-0.258
'4:04.352',-0.220
'4:04.356',-0.185
'4:04.360',-0.163
'4:04.364',-0.147
'4:04.368',-0.158
'4:04.372',-0.175
'4:04.376',-0.135
'4:04.380',-0.145
'4:04.384',-0.138
'4:04.388',-0.150
'4:04.392',-0.185
'4:04.396',-0.220
'4:04.400',-0.290
'4:04.404',-0.360
'4:04.408',-0.440
'4:04.412',-0.460
'4:04.416',-0.515
'4:04.420',-0.502
'4:04.424',-0.477
'4:04.428',-0.475
'4:04.432',-0.453
'4:04.436',-0.440
'4:04.440',-0.435
'4:04.444',-0.427
'4:04.448',-0.398
'4:04.452',-0.388
'4:04.456',-0.370
'4:04.460',-0.328
'4:04.464',-0.302
'4:04.468',-0.287
'4:04.472',-0.295
'4:04.476',-0.273
'4:04.480',-0.302
'4:04.484',-0.250
'4:04.488',-0.223
'4:04.492',-0.195
'4:04.496',-0.220
'4:04.500',-0.210
'4:04.504',-0.215
'4:04.508',-0.228
'4:04.512',-0.207
'4:04.516',-0.245
'4:04.520',-0.287
'4:04.524',-0.323
'4:04.528',-0.372
'4:04.532',-0.445
'4:04.536',-0.560
'4:04.540',-0.578
'4:04.544',-0.637
'4:04.548',-0.620
'4:04.552',-0.585
'4:04.556',-0.552
'4:04.560',-0.520
'4:04.564',-0.515
'4:04.568',-0.525
'4:04.572',-0.547
'4:04.576',-0.500
'4:04.580',-0.510
'4:04.584',-0.427
'4:04.588',-0.450
'4:04.592',-0.453
'4:04.596',-0.453
'4:04.600',-0.400
'4:04.604',-0.407
'4:04.608',-0.340
'4:04.612',-0.273
'4:04.616',-0.212
'4:04.620',-0.122
'4:04.624',-0.095
'4:04.628',-0.028
'4:04.632',-0.010
'4:04.636',0.010
'4:04.640',0.035
'4:04.644',0.020
'4:04.648',-0.045
'4:04.652',-0.065
'4:04.656',-0.120
'4:04.660',-0.220
'4:04.664',-0.250
'4:04.668',-0.312
'4:04.672',-0.335
'4:04.676',-0.340
'4:04.680',-0.347
'4:04.684',-0.307
'4:04.688',-0.333
'4:04.692',-0.370
'4:04.696',-0.440
'4:04.700',-0.422
'4:04.704',-0.477
'4:04.708',-0.490
'4:04.712',-0.458
'4:04.716',-0.490
'4:04.720',-0.463
'4:04.724',-0.460
'4:04.728',-0.438
'4:04.732',-0.432
'4:04.736',-0.385
'4:04.740',-0.365
'4:04.744',-0.278
'4:04.748',-0.175
'4:04.752',-0.098
'4:04.756',-0.020
'4:04.760',0.025
'4:04.764',0.065
'4:04.768',0.098
'4:04.772',0.102
'4:04.776',0.050
'4:04.780',-0.022
'4:04.784',-0.075
'4:04.788',-0.203
'4:04.792',-0.345
'4:04.796',-0.453
'4:04.800',-0.522
'4:04.804',-0.613
'4:04.808',-0.565
'4:04.812',-0.525
'4:04.816',-0.435
'4:04.820',-0.445
'4:04.824',-0.398
'4:04.828',-0.427
'4:04.832',-0.440
'4:04.836',-0.422
'4:04.840',-0.407
'4:04.844',-0.422
'4:04.848',-0.458
'4:04.852',-0.420
'4:04.856',-0.412
'4:04.860',-0.395
'4:04.864',-0.360
'4:04.868',-0.302
'4:04.872',-0.225
'4:04.876',-0.138
'4:04.880',-0.083
'4:04.884',0.033
'4:04.888',0.028
'4:04.892',0.115
'4:04.896',0.133
'4:04.900',0.163
'4:04.904',0.122
'4:04.908',0.100
'4:04.912',0.050
'4:04.916',-0.028
'4:04.920',-0.113
'4:04.924',-0.270
'4:04.928',-0.383
'4:04.932',-0.440
'4:04.936',-0.482
'4:04.940',-0.535
'4:04.944',-0.545
'4:04.948',-0.507
'4:04.952',-0.440
'4:04.956',-0.398
'4:04.960',-0.410
'4:04.964',-0.407
'4:04.968',-0.438
'4:04.972',-0.425
'4:04.976',-0.458
'4:04.980',-0.448
'4:04.984',-0.425
'4:04.988',-0.425
'4:04.992',-0.375
'4:04.996',-0.388
'4:05.000',-0.365
'4:05.004',-0.370
'4:05.008',-0.320
'4:05.012',-0.228
'4:05.016',-0.150
'4:05.020',-0.072
'4:05.024',0.050
'4:05.028',0.083
'4:05.032',0.110
'4:05.036',0.150
'4:05.040',0.113
'4:05.044',0.037
'4:05.048',-0.065
'4:05.052',-0.223
'4:05.056',-0.345
'4:05.060',-0.527
'4:05.064',-0.623
'4:05.068',-0.725
'4:05.072',-0.765
'4:05.076',-0.750
'4:05.080',-0.713
'4:05.084',-0.657
'4:05.088',-0.650
'4:05.092',-0.645
'4:05.096',-0.625
'4:05.100',-0.647
'4:05.104',-0.637
'4:05.108',-0.637
'4:05.112',-0.610
'4:05.116',-0.557
'4:05.120',-0.515
'4:05.124',-0.448
'4:05.128',-0.378
'4:05.132',-0.300
'4:05.136',-0.233
'4:05.140',-0.122
'4:05.144',-0.025
'4:05.148',0.085
'4:05.152',0.188
'4:05.156',0.312
'4:05.160',0.432
'4:05.164',0.463
'4:05.168',0.497
'4:05.172',0.477
'4:05.176',0.460
'4:05.180',0.410
'4:05.184',0.333
'4:05.188',0.152
'4:05.192',0.022
'4:05.196',-0.163
'4:05.200',-0.290
'4:05.204',-0.472
'4:05.208',-0.507
'4:05.212',-0.575
'4:05.216',-0.635
'4:05.220',-0.662
'4:05.224',-0.685
'4:05.228',-0.723
'4:05.232',-0.728
'4:05.236',-0.770
'4:05.240',-0.772
'4:05.244',-0.750
'4:05.248',-0.675
'4:05.252',-0.575
'4:05.256',-0.440
'4:05.260',-0.335
'4:05.264',-0.210
'4:05.268',-0.065
'4:05.272',0.058
'4:05.276',0.165
'4:05.280',0.245
'4:05.284',0.323
'4:05.288',0.360
'4:05.292',0.388
'4:05.296',0.352
'4:05.300',0.323
'4:05.304',0.215
'4:05.308',0.152
'4:05.312',0.033
'4:05.316',-0.098
'4:05.320',-0.215
'4:05.324',-0.282
'4:05.328',-0.395
'4:05.332',-0.465
'4:05.336',-0.482
'4:05.340',-0.537
'4:05.344',-0.545
'4:05.348',-0.575
'4:05.352',-0.590
'4:05.356',-0.635
'4:05.360',-0.685
'4:05.364',-0.775
'4:05.368',-0.785
'4:05.372',-0.840
'4:05.376',-0.833
'4:05.380',-0.790
'4:05.384',-0.703
'4:05.388',-0.645
'4:05.392',-0.515
'4:05.396',-0.385
'4:05.400',-0.195
'4:05.404',-0.110
'4:05.408',0.107
'4:05.412',0.263
'4:05.416',0.400
'4:05.420',0.470
'4:05.424',0.500
'4:05.428',0.507
'4:05.432',0.403
'4:05.436',0.323
'4:05.440',0.245
'4:05.444',0.107
'4:05.448',0.015
'4:05.452',-0.077
'4:05.456',-0.107
'4:05.460',-0.147
'4:05.464',-0.133
'4:05.468',-0.195
'4:05.472',-0.170
'4:05.476',-0.215
'4:05.480',-0.263
'4:05.484',-0.325
'4:05.488',-0.360
'4:05.492',-0.410
'4:05.496',-0.463
'4:05.500',-0.510
'4:05.504',-0.520
'4:05.508',-0.507
'4:05.512',-0.475
'4:05.516',-0.388
'4:05.520',-0.300
'4:05.524',-0.210
'4:05.528',-0.158
'4:05.532',-0.125
'4:05.536',-0.070
'4:05.540',0.000
'4:05.544',-0.035
'4:05.548',-0.025
'4:05.552',0.000
'4:05.556',-0.035
'4:05.560',-0.102
'4:05.564',-0.170
'4:05.568',-0.245
'4:05.572',-0.320
'4:05.576',-0.362
'4:05.580',-0.383
'4:05.584',-0.440
'4:05.588',-0.448
'4:05.592',-0.485
'4:05.596',-0.520
'4:05.600',-0.500
'4:05.604',-0.512
'4:05.608',-0.482
'4:05.612',-0.438
'4:05.616',-0.383
'4:05.620',-0.340
'4:05.624',-0.335
'4:05.628',-0.312
'4:05.632',-0.323
'4:05.636',-0.350
'4:05.640',-0.300
'4:05.644',-0.247
'4:05.648',-0.113
'4:05.652',-0.013
'4:05.656',0.115
'4:05.660',0.172
'4:05.664',0.225
'4:05.668',0.253
'4:05.672',0.203
'4:05.676',0.158
'4:05.680',0.070
'4:05.684',-0.062
'4:05.688',-0.158
'4:05.692',-0.225
'4:05.696',-0.315
'4:05.700',-0.407
'4:05.704',-0.412
'4:05.708',-0.438
'4:05.712',-0.400
'4:05.716',-0.425
'4:05.720',-0.398
'4:05.724',-0.390
'4:05.728',-0.345
'4:05.732',-0.372
'4:05.736',-0.390
'4:05.740',-0.383
'4:05.744',-0.347
'4:05.748',-0.320
'4:05.752',-0.295
'4:05.756',-0.247
'4:05.760',-0.258
'4:05.764',-0.235
'4:05.768',-0.203
'4:05.772',-0.195
'4:05.776',-0.115
'4:05.780',-0.033
'4:05.784',0.113
'4:05.788',0.177
'4:05.792',0.300
'4:05.796',0.347
'4:05.800',0.347
'4:05.804',0.372
'4:05.808',0.328
'4:05.812',0.223
'4:05.816',0.140
'4:05.820',0.013
'4:05.824',-0.163
'4:05.828',-0.297
'4:05.832',-0.422
'4:05.836',-0.550
'4:05.840',-0.603
'4:05.844',-0.672
'4:05.848',-0.685
'4:05.852',-0.713
'4:05.856',-0.728
'4:05.860',-0.745
'4:05.864',-0.772
'4:05.868',-0.765
'4:05.872',-0.715
'4:05.876',-0.662
'4:05.880',-0.590
'4:05.884',-0.477
'4:05.888',-0.350
'4:05.892',-0.223
'4:05.896',-0.058
'4:05.900',0.100
'4:05.904',0.172
'4:05.908',0.325
'4:05.912',0.458
'4:05.916',0.532
'4:05.920',0.625
'4:05.924',0.615
'4:05.928',0.623
'4:05.932',0.603
'4:05.936',0.522
'4:05.940',0.475
'4:05.944',0.360
'4:05.948',0.270
'4:05.952',0.200
'4:05.956',0.120
'4:05.960',0.010
'4:05.964',-0.113
'4:05.968',-0.220
'4:05.972',-0.247
'4:05.976',-0.338
'4:05.980',-0.378
'4:05.984',-0.438
'4:05.988',-0.463
'4:05.992',-0.527
'4:05.996',-0.500
'4:06.000',-0.552
'4:06.004',-0.560
'4:06.008',-0.562
'4:06.012',-0.475
'4:06.016',-0.465
'4:06.020',-0.357
'4:06.024',-0.220
'4:06.028',-0.120
'4:06.032',0.035
'4:06.036',0.115
'4:06.040',0.195
'4:06.044',0.287
'4:06.048',0.350
'4:06.052',0.422
'4:06.056',0.420
'4:06.060',0.378
'4:06.064',0.300
'4:06.068',0.228
'4:06.072',0.115
'4:06.076',0.025
'4:06.080',-0.060
'4:06.084',-0.145
'4:06.088',-0.235
'4:06.092',-0.323
'4:06.096',-0.412
'4:06.100',-0.510
'4:06.104',-0.623
'4:06.108',-0.662
'4:06.112',-0.713
'4:06.116',-0.713
'4:06.120',-0.713
'4:06.124',-0.710
'4:06.128',-0.640
'4:06.132',-0.625
'4:06.136',-0.527
'4:06.140',-0.463
'4:06.144',-0.400
'4:06.148',-0.312
'4:06.152',-0.210
'4:06.156',-0.152
'4:06.160',-0.062
'4:06.164',-0.007
'4:06.168',0.098
'4:06.172',0.172
'4:06.176',0.270
'4:06.180',0.372
'4:06.184',0.448
'4:06.188',0.470
'4:06.192',0.497
'4:06.196',0.463
'4:06.200',0.383
'4:06.204',0.307
'4:06.208',0.210
'4:06.212',0.138
'4:06.216',0.062
'4:06.220',-0.065
'4:06.224',-0.200
'4:06.228',-0.315
'4:06.232',-0.465
'4:06.236',-0.522
'4:06.240',-0.610
'4:06.244',-0.657
'4:06.248',-0.627
'4:06.252',-0.575
'4:06.256',-0.535
'4:06.260',-0.420
'4:06.264',-0.328
'4:06.268',-0.172
'4:06.272',-0.098
'4:06.276',0.010
'4:06.280',0.062
'4:06.284',0.113
'4:06.288',0.175
'4:06.292',0.150
'4:06.296',0.145
'4:06.300',0.133
'4:06.304',0.107
'4:06.308',0.110
'4:06.312',0.133
'4:06.316',0.138
'4:06.320',0.135
'4:06.324',0.060
'4:06.328',-0.013
'4:06.332',-0.050
'4:06.336',-0.135
'4:06.340',-0.170
'4:06.344',-0.228
'4:06.348',-0.265
'4:06.352',-0.312
'4:06.356',-0.375
'4:06.360',-0.427
'4:06.364',-0.485
'4:06.368',-0.515
'4:06.372',-0.502
'4:06.376',-0.482
'4:06.380',-0.390
'4:06.384',-0.357
'4:06.388',-0.223
'4:06.392',-0.122
'4:06.396',-0.058
'4:06.400',0.058
'4:06.404',0.140
'4:06.408',0.245
'4:06.412',0.333
'4:06.416',0.400
'4:06.420',0.388
'4:06.424',0.425
'4:06.428',0.372
'4:06.432',0.287
'4:06.436',0.247
'4:06.440',0.172
'4:06.444',0.110
'4:06.448',0.072
'4:06.452',0.033
'4:06.456',-0.033
'4:06.460',-0.058
'4:06.464',-0.107
'4:06.468',-0.175
'4:06.472',-0.273
'4:06.476',-0.362
'4:06.480',-0.485
'4:06.484',-0.545
'4:06.488',-0.610
'4:06.492',-0.632
'4:06.496',-0.623
'4:06.500',-0.575
'4:06.504',-0.527
'4:06.508',-0.412
'4:06.512',-0.282
'4:06.516',-0.158
'4:06.520',0.015
'4:06.524',0.128
'4:06.528',0.282
'4:06.532',0.297
'4:06.536',0.340
'4:06.540',0.312
'4:06.544',0.297
'4:06.548',0.260
'4:06.552',0.195
'4:06.556',0.138
'4:06.560',0.075
'4:06.564',0.007
'4:06.568',-0.083
'4:06.572',-0.110
'4:06.576',-0.188
'4:06.580',-0.185
'4:06.584',-0.237
'4:06.588',-0.237
'4:06.592',-0.310
'4:06.596',-0.365
'4:06.600',-0.412
'4:06.604',-0.497
'4:06.608',-0.525
'4:06.612',-0.570
'4:06.616',-0.608
'4:06.620',-0.595
'4:06.624',-0.640
'4:06.628',-0.570
'4:06.632',-0.540
'4:06.636',-0.432
'4:06.640',-0.352
'4:06.644',-0.195
'4:06.648',-0.013
'4:06.652',0.170
'4:06.656',0.307
'4:06.660',0.453
'4:06.664',0.495
'4:06.668',0.520
'4:06.672',0.435
'4:06.676',0.410
'4:06.680',0.323
'4:06.684',0.245
'4:06.688',0.145
'4:06.692',0.050
'4:06.696',-0.033
'4:06.700',-0.075
'4:06.704',-0.170
'4:06.708',-0.235
'4:06.712',-0.250
'4:06.716',-0.258
'4:06.720',-0.328
'4:06.724',-0.415
'4:06.728',-0.520
'4:06.732',-0.590
'4:06.736',-0.670
'4:06.740',-0.677
'4:06.744',-0.635
'4:06.748',-0.610
'4:06.752',-0.500
'4:06.756',-0.427
'4:06.760',-0.398
'4:06.764',-0.360
'4:06.768',-0.287
'4:06.772',-0.263
'4:06.776',-0.212
'4:06.780',-0.138
'4:06.784',-0.022
'4:06.788',0.035
'4:06.792',0.095
'4:06.796',0.098
'4:06.800',0.110
'4:06.804',0.075
'4:06.808',0.062
'4:06.812',0.028
'4:06.816',0.037
'4:06.820',-0.010
'4:06.824',-0.025
'4:06.828',-0.070
'4:06.832',-0.138
'4:06.836',-0.200
'4:06.840',-0.247
'4:06.844',-0.350
'4:06.848',-0.370
'4:06.852',-0.432
'4:06.856',-0.507
'4:06.860',-0.595
'4:06.864',-0.613
'4:06.868',-0.590
'4:06.872',-0.527
'4:06.876',-0.445
'4:06.880',-0.325
'4:06.884',-0.223
'4:06.888',-0.150
'4:06.892',-0.098
'4:06.896',-0.020
'4:06.900',0.035
'4:06.904',0.045
'4:06.908',0.098
'4:06.912',0.102
'4:06.916',0.150
'4:06.920',0.133
'4:06.924',0.120
'4:06.928',0.100
'4:06.932',0.065
'4:06.936',0.010
'4:06.940',-0.020
'4:06.944',-0.028
'4:06.948',-0.022
'4:06.952',-0.090
'4:06.956',-0.087
'4:06.960',-0.150
'4:06.964',-0.190
'4:06.968',-0.240
'4:06.972',-0.270
'4:06.976',-0.310
'4:06.980',-0.362
'4:06.984',-0.400
'4:06.988',-0.390
'4:06.992',-0.395
'4:06.996',-0.378
'4:07.000',-0.365
'4:07.004',-0.328
'4:07.008',-0.300
'4:07.012',-0.245
'4:07.016',-0.207
'4:07.020',-0.120
'4:07.024',-0.083
'4:07.028',-0.083
'4:07.032',-0.065
'4:07.036',-0.050
'4:07.040',-0.075
'4:07.044',-0.048
'4:07.048',-0.113
'4:07.052',-0.203
'4:07.056',-0.198
'4:07.060',-0.282
'4:07.064',-0.350
'4:07.068',-0.350
'4:07.072',-0.420
'4:07.076',-0.372
'4:07.080',-0.438
'4:07.084',-0.458
'4:07.088',-0.495
'4:07.092',-0.565
'4:07.096',-0.627
'4:07.100',-0.660
'4:07.104',-0.675
'4:07.108',-0.635
'4:07.112',-0.565
'4:07.116',-0.525
'4:07.120',-0.460
'4:07.124',-0.347
'4:07.128',-0.338
'4:07.132',-0.300
'4:07.136',-0.258
'4:07.140',-0.237
'4:07.144',-0.152
'4:07.148',-0.085
'4:07.152',-0.045
'4:07.156',0.020
'4:07.160',0.052
'4:07.164',0.065
'4:07.168',0.083
'4:07.172',0.098
'4:07.176',0.062
'4:07.180',0.087
'4:07.184',0.052
'4:07.188',0.013
'4:07.192',-0.048
'4:07.196',-0.072
'4:07.200',-0.085
'4:07.204',-0.150
'4:07.208',-0.185
'4:07.212',-0.200
'4:07.216',-0.188
'4:07.220',-0.270
'4:07.224',-0.328
'4:07.228',-0.395
'4:07.232',-0.500
'4:07.236',-0.575
'4:07.240',-0.620
'4:07.244',-0.650
'4:07.248',-0.672
'4:07.252',-0.657
'4:07.256',-0.637
'4:07.260',-0.627
'4:07.264',-0.608
'4:07.268',-0.590
'4:07.272',-0.570
'4:07.276',-0.520
'4:07.280',-0.400
'4:07.284',-0.335
'4:07.288',-0.225
'4:07.292',-0.128
'4:07.296',-0.110
'4:07.300',-0.072
'4:07.304',-0.033
'4:07.308',-0.035
'4:07.312',-0.065
'4:07.316',-0.113
'4:07.320',-0.125
'4:07.324',-0.152
'4:07.328',-0.200
'4:07.332',-0.237
'4:07.336',-0.312
'4:07.340',-0.362
'4:07.344',-0.407
'4:07.348',-0.410
'4:07.352',-0.458
'4:07.356',-0.475
'4:07.360',-0.512
'4:07.364',-0.510
'4:07.368',-0.535
'4:07.372',-0.588
'4:07.376',-0.545
'4:07.380',-0.565
'4:07.384',-0.502
'4:07.388',-0.470
'4:07.392',-0.525
'4:07.396',-0.532
'4:07.400',-0.527
'4:07.404',-0.522
'4:07.408',-0.522
'4:07.412',-0.532
'4:07.416',-0.475
'4:07.420',-0.500
'4:07.424',-0.515
'4:07.428',-0.540
'4:07.432',-0.507
'4:07.436',-0.525
'4:07.440',-0.522
'4:07.444',-0.515
'4:07.448',-0.490
'4:07.452',-0.487
'4:07.456',-0.438
'4:07.460',-0.438
'4:07.464',-0.395
'4:07.468',-0.407
'4:07.472',-0.410
'4:07.476',-0.362
'4:07.480',-0.372
'4:07.484',-0.383
'4:07.488',-0.385
'4:07.492',-0.435
'4:07.496',-0.460
'4:07.500',-0.463
'4:07.504',-0.463
'4:07.508',-0.438
'4:07.512',-0.395
'4:07.516',-0.378
'4:07.520',-0.335
'4:07.524',-0.333
'4:07.528',-0.328
'4:07.532',-0.362
'4:07.536',-0.340
'4:07.540',-0.365
'4:07.544',-0.400
'4:07.548',-0.490
'4:07.552',-0.475
'4:07.556',-0.525
'4:07.560',-0.552
'4:07.564',-0.625
'4:07.568',-0.682
'4:07.572',-0.708
'4:07.576',-0.745
'4:07.580',-0.770
'4:07.584',-0.777
'4:07.588',-0.777
'4:07.592',-0.790
'4:07.596',-0.787
'4:07.600',-0.815
'4:07.604',-0.828
'4:07.608',-0.807
'4:07.612',-0.762
'4:07.616',-0.757
'4:07.620',-0.723
'4:07.624',-0.682
'4:07.628',-0.675
'4:07.632',-0.637
'4:07.636',-0.625
'4:07.640',-0.650
'4:07.644',-0.610
'4:07.648',-0.608
'4:07.652',-0.575
'4:07.656',-0.583
'4:07.660',-0.595
'4:07.664',-0.557
'4:07.668',-0.535
'4:07.672',-0.527
'4:07.676',-0.557
'4:07.680',-0.603
'4:07.684',-0.590
'4:07.688',-0.657
'4:07.692',-0.748
'4:07.696',-0.828
'4:07.700',-0.902
'4:07.704',-0.975
'4:07.708',-1.008
'4:07.712',-1.000
'4:07.716',-1.012
'4:07.720',-0.970
'4:07.724',-0.940
'4:07.728',-0.875
'4:07.732',-0.845
'4:07.736',-0.757
'4:07.740',-0.728
'4:07.744',-0.650
'4:07.748',-0.570
'4:07.752',-0.507
'4:07.756',-0.440
'4:07.760',-0.378
'4:07.764',-0.333
'4:07.768',-0.340
'4:07.772',-0.282
'4:07.776',-0.290
'4:07.780',-0.237
'4:07.784',-0.225
'4:07.788',-0.215
'4:07.792',-0.250
'4:07.796',-0.312
'4:07.800',-0.350
'4:07.804',-0.410
'4:07.808',-0.458
'4:07.812',-0.502
'4:07.816',-0.562
'4:07.820',-0.627
'4:07.824',-0.725
'4:07.828',-0.777
'4:07.832',-0.895
'4:07.836',-0.927
'4:07.840',-0.950
'4:07.844',-0.958
'4:07.848',-0.970
'4:07.852',-0.912
'4:07.856',-0.912
'4:07.860',-0.902
'4:07.864',-0.860
'4:07.868',-0.902
'4:07.872',-0.850
'4:07.876',-0.853
'4:07.880',-0.725
'4:07.884',-0.708
'4:07.888',-0.640
'4:07.892',-0.608
'4:07.896',-0.640
'4:07.900',-0.575
'4:07.904',-0.598
'4:07.908',-0.615
'4:07.912',-0.595
'4:07.916',-0.573
'4:07.920',-0.540
'4:07.924',-0.560
'4:07.928',-0.610
'4:07.932',-0.632
'4:07.936',-0.677
'4:07.940',-0.703
'4:07.944',-0.738
'4:07.948',-0.762
'4:07.952',-0.728
'4:07.956',-0.765
'4:07.960',-0.703
'4:07.964',-0.672
'4:07.968',-0.645
'4:07.972',-0.608
'4:07.976',-0.578
'4:07.980',-0.583
'4:07.984',-0.560
'4:07.988',-0.547
'4:07.992',-0.565
'4:07.996',-0.537
'4:08.000',-0.520
'4:08.004',-0.463
'4:08.008',-0.422
'4:08.012',-0.372
'4:08.016',-0.378
'4:08.020',-0.383
'4:08.024',-0.422
'4:08.028',-0.450
'4:08.032',-0.475
'4:08.036',-0.583
'4:08.040',-0.657
'4:08.044',-0.635
'4:08.048',-0.665
'4:08.052',-0.733
'4:08.056',-0.748
'4:08.060',-0.807
'4:08.064',-0.860
'4:08.068',-0.940
'4:08.072',-0.988
'4:08.076',-0.960
'4:08.080',-0.975
'4:08.084',-0.963
'4:08.088',-0.887
'4:08.092',-0.840
'4:08.096',-0.777
'4:08.100',-0.725
'4:08.104',-0.675
'4:08.108',-0.650
'4:08.112',-0.600
'4:08.116',-0.547
'4:08.120',-0.463
'4:08.124',-0.400
'4:08.128',-0.370
'4:08.132',-0.360
'4:08.136',-0.333
'4:08.140',-0.357
'4:08.144',-0.352
'4:08.148',-0.362
'4:08.152',-0.357
'4:08.156',-0.357
'4:08.160',-0.383
'4:08.164',-0.347
'4:08.168',-0.400
'4:08.172',-0.370
'4:08.176',-0.445
'4:08.180',-0.425
'4:08.184',-0.458
'4:08.188',-0.515
'4:08.192',-0.522
'4:08.196',-0.588
'4:08.200',-0.665
'4:08.204',-0.740
'4:08.208',-0.785
'4:08.212',-0.800
'4:08.216',-0.800
'4:08.220',-0.787
'4:08.224',-0.810
'4:08.228',-0.840
'4:08.232',-0.882
'4:08.236',-0.925
'4:08.240',-0.948
'4:08.244',-0.907
'4:08.248',-0.887
'4:08.252',-0.838
'4:08.256',-0.840
'4:08.260',-0.777
'4:08.264',-0.757
'4:08.268',-0.720
'4:08.272',-0.713
'4:08.276',-0.695
'4:08.280',-0.647
'4:08.284',-0.627
'4:08.288',-0.583
'4:08.292',-0.502
'4:08.296',-0.500
'4:08.300',-0.475
'4:08.304',-0.520
'4:08.308',-0.512
'4:08.312',-0.552
'4:08.316',-0.573
'4:08.320',-0.588
'4:08.324',-0.570
'4:08.328',-0.578
'4:08.332',-0.540
'4:08.336',-0.540
'4:08.340',-0.470
'4:08.344',-0.453
'4:08.348',-0.420
'4:08.352',-0.415
'4:08.356',-0.407
'4:08.360',-0.453
'4:08.364',-0.512
'4:08.368',-0.532
'4:08.372',-0.560
'4:08.376',-0.565
'4:08.380',-0.570
'4:08.384',-0.595
'4:08.388',-0.650
'4:08.392',-0.700
'4:08.396',-0.738
'4:08.400',-0.760
'4:08.404',-0.775
'4:08.408',-0.748
'4:08.412',-0.708
'4:08.416',-0.672
'4:08.420',-0.627
'4:08.424',-0.595
'4:08.428',-0.557
'4:08.432',-0.550
'4:08.436',-0.565
'4:08.440',-0.557
'4:08.444',-0.570
'4:08.448',-0.603
'4:08.452',-0.613
'4:08.456',-0.640
'4:08.460',-0.660
'4:08.464',-0.625
'4:08.468',-0.620
'4:08.472',-0.527
'4:08.476',-0.448
'4:08.480',-0.362
'4:08.484',-0.275
'4:08.488',-0.233
'4:08.492',-0.260
'4:08.496',-0.282
'4:08.500',-0.302
'4:08.504',-0.328
'4:08.508',-0.370
'4:08.512',-0.372
'4:08.516',-0.410
'4:08.520',-0.390
'4:08.524',-0.448
'4:08.528',-0.470
'4:08.532',-0.490
'4:08.536',-0.477
'4:08.540',-0.477
'4:08.544',-0.453
'4:08.548',-0.400
'4:08.552',-0.395
'4:08.556',-0.340
'4:08.560',-0.378
'4:08.564',-0.448
'4:08.568',-0.510
'4:08.572',-0.495
'4:08.576',-0.575
'4:08.580',-0.570
'4:08.584',-0.613
'4:08.588',-0.627
'4:08.592',-0.623
'4:08.596',-0.610
'4:08.600',-0.598
'4:08.604',-0.578
'4:08.608',-0.557
'4:08.612',-0.520
'4:08.616',-0.520
'4:08.620',-0.525
'4:08.624',-0.500
'4:08.628',-0.497
'4:08.632',-0.477
'4:08.636',-0.512
'4:08.640',-0.537
'4:08.644',-0.510
'4:08.648',-0.440
